nome_da_imagem,categoria_detectada,acuracia
Soybean___healthy_050357f1-5c8f-4535-a14d-a23d5ce34c2e___RS_HL 2702.JPG,saudavel,0.6714
Soybean___healthy_050382bf-c823-4d9b-b47f-2886465e9622___RS_HL 6252.JPG,saudavel,0.9838
Soybean___healthy_05269292-398e-4a38-87c0-7c1666e4c81f___RS_HL 4384.JPG,saudavel,0.7807
Soybean___healthy_06459051-318e-4216-bbce-3b227da4911f___RS_HL 7009.JPG,saudavel,0.9627
Soybean___healthy_066143ae-6864-4db8-bf46-dd64044117b7___RS_HL 6948.JPG,saudavel,0.9387
Soybean___healthy_06894f45-1f1d-464b-b8ee-92b0fe6fc4a0___RS_HL 3678.JPG,saudavel,0.9388
Soybean___healthy_070105e6-0f29-4d92-8962-a6bed0c979e0___RS_HL 4174.JPG,saudavel,0.8455
Soybean___healthy_07186037-2aac-496e-8396-3a9967a7fdea___RS_HL 4283.JPG,saudavel,0.8707
Soybean___healthy_07323fc3-b155-4e0a-b4bf-8737af0bb59f___RS_HL 5191.JPG,saudavel,0.812
Soybean___healthy_07724afc-d29a-4e4b-8738-7a095ea7ee7c___RS_HL 4052.JPG,saudavel,0.9211
Soybean___healthy_077906a4-255c-4330-9fb6-e923f58ae1d4___RS_HL 3890.JPG,saudavel,0.9665
Soybean___healthy_08132ae0-becf-4283-966c-9ca9fedd7d38___RS_HL 6186.JPG,saudavel,0.9675
Soybean___healthy_087062ef-0a0d-44cf-9812-1adf19c7ea2c___RS_HL 4638.JPG,saudavel,0.9665
Soybean___healthy_08795f30-a915-44b7-b37a-644709ae75aa___RS_HL 3963.JPG,saudavel,0.9515
Soybean___healthy_08809171-024c-4e9a-9414-248928f4afe5___RS_HL 3331.JPG,saudavel,0.6926
Soybean___healthy_088221ec-3821-475c-a817-84e68fa5b5bb___RS_HL 5176.JPG,saudavel,0.7805
Soybean___healthy_08845b90-776a-48ce-b481-b7a58353efde___RS_HL 3802.JPG,saudavel,0.9661
Soybean___healthy_089542e0-159c-4766-9195-ab75b343ad0f___RS_HL 5109.JPG,saudavel,0.9045
Soybean___healthy_09273d3a-d9a2-4983-93ba-6aa9d9b14bca___RS_HL 5131.JPG,saudavel,0.8619
Soybean___healthy_09614171-b736-46b4-9053-1c50188bcc43___RS_HL 6886.JPG,saudavel,0.9243
Soybean___healthy_103003c4-d4a2-44a1-8f7f-829a491b5523___RS_HL 2759.JPG,saudavel,0.7747
Soybean___healthy_10602325-14d1-4385-8c93-4d28eedb9b49___RS_HL 5433.JPG,saudavel,0.9001
Soybean___healthy_106959ce-ef15-4725-ad2f-d4bb93d4858e___RS_HL 3552.JPG,saudavel,0.9507
Soybean___healthy_1076460d-286a-48ff-a48c-c8d0bebc7286___RS_HL 5340.JPG,saudavel,0.869
Soybean___healthy_108062b3-f3a4-4dbc-9c94-c15a8e1b05d8___RS_HL 6937.JPG,saudavel,0.9822
Soybean___healthy_109651a0-735a-4653-b49c-a81052999874___RS_HL 6334.JPG,saudavel,0.8113
Soybean___healthy_110027b0-d65a-49c1-af3b-a8315774e66a___RS_HL 4319.JPG,saudavel,0.7693
Soybean___healthy_11026da5-eb90-4b2a-99c2-50d5513919e4___RS_HL 6650.JPG,saudavel,0.9464
Soybean___healthy_121015c2-b630-4112-8058-5b0d3302a560___RS_HL 6118.JPG,saudavel,0.9252
Soybean___healthy_1219421b-5b6e-4351-b3aa-c5fd73a0e1ee___RS_HL 3984.JPG,doente,0.6399
Soybean___healthy_12255f52-1c26-44e5-a1b9-ed53e487a8d6___RS_HL 6918.JPG,saudavel,0.9056
Soybean___healthy_12504c4e-950d-4c06-9234-0d0e0d75724f___RS_HL 5866.JPG,saudavel,0.835
Soybean___healthy_12590d1f-63af-4a2a-8824-0f4f766a7c09___RS_HL 6786.JPG,saudavel,0.9785
Soybean___healthy_12838a89-baa9-432f-8f0e-c2d1a076e6b9___RS_HL 5179.JPG,saudavel,0.9883
Soybean___healthy_13204d31-9da9-499f-ab55-d09a7d677eeb___RS_HL 5702 1.JPG,saudavel,0.8579
Soybean___healthy_13388e2d-b866-44c1-bc84-e1e45f111d29___RS_HL 4599.JPG,saudavel,0.9922
Soybean___healthy_14078966-45b7-4230-812e-5b9f953fa022___RS_HL 2905.JPG,saudavel,0.8367
Soybean___healthy_143734f3-2e8d-4bd7-86aa-f4159d74f2cc___RS_HL 7417.JPG,saudavel,0.9833
Soybean___healthy_14524ad3-b360-4527-a0cd-1d07842ee919___RS_HL 6093.JPG,saudavel,0.9646
Soybean___healthy_14852734-5680-468d-9223-5ceff49c0291___RS_HL 6377.JPG,saudavel,0.9934
Soybean___healthy_149345c8-1ee3-4d7b-9d3e-06377b0284fc___RS_HL 7360.JPG,saudavel,0.7954
Soybean___healthy_15857bd6-9356-49d1-8f52-c37460dfe6fa___RS_HL 3849.JPG,saudavel,0.6712
Soybean___healthy_15925314-c2fc-4e3c-a28c-1e5e878a9bec___RS_HL 3069.JPG,saudavel,0.9697
Strawberry___healthy_00166615-5e7b-4318-8957-5e50df335ee8___RS_HL 1785.JPG,saudavel,0.7591
Strawberry___healthy_00166615-5e7b-4318-8957-5e50df335ee8___RS_HL 1785_new30degFlipLR.JPG,saudavel,0.9792
Strawberry___healthy_00532378-bfb2-4d3b-8b19-903ecc085624___RS_HL 2021.JPG,saudavel,0.9329
Strawberry___healthy_00532378-bfb2-4d3b-8b19-903ecc085624___RS_HL 2021_180deg.JPG,saudavel,0.9049
Strawberry___healthy_00532378-bfb2-4d3b-8b19-903ecc085624___RS_HL 2021_270deg.JPG,saudavel,0.9584
Strawberry___healthy_00532378-bfb2-4d3b-8b19-903ecc085624___RS_HL 2021_new30degFlipLR.JPG,saudavel,0.9907
Strawberry___healthy_00e9a277-ca5e-4350-95ce-8b2918b69fb9___RS_HL 4667.JPG,saudavel,0.8859
Strawberry___healthy_00e9a277-ca5e-4350-95ce-8b2918b69fb9___RS_HL 4667_270deg.JPG,saudavel,0.9571
Strawberry___healthy_00e9a277-ca5e-4350-95ce-8b2918b69fb9___RS_HL 4667_90deg.JPG,saudavel,0.7529
Strawberry___healthy_01e591c9-e3e7-4edc-8211-13081f4d5e7a___RS_HL 1979.JPG,saudavel,0.9296
Strawberry___healthy_01e591c9-e3e7-4edc-8211-13081f4d5e7a___RS_HL 1979_180deg.JPG,saudavel,0.9458
Strawberry___healthy_01e591c9-e3e7-4edc-8211-13081f4d5e7a___RS_HL 1979_270deg.JPG,saudavel,0.9478
Strawberry___healthy_02808b3e-ae88-4259-9b2c-f9096db336e4___RS_HL 1827.JPG,saudavel,0.6869
Strawberry___healthy_02808b3e-ae88-4259-9b2c-f9096db336e4___RS_HL 1827_180deg.JPG,saudavel,0.7727
Strawberry___healthy_02808b3e-ae88-4259-9b2c-f9096db336e4___RS_HL 1827_270deg.JPG,saudavel,0.8244
Strawberry___healthy_02caa98d-1c74-43b3-b3ee-e8492998f82a___RS_HL 2090.JPG,saudavel,0.9064
Strawberry___healthy_02caa98d-1c74-43b3-b3ee-e8492998f82a___RS_HL 2090_180deg.JPG,saudavel,0.9365
Strawberry___healthy_02caa98d-1c74-43b3-b3ee-e8492998f82a___RS_HL 2090_90deg.JPG,saudavel,0.9339
Strawberry___healthy_02caa98d-1c74-43b3-b3ee-e8492998f82a___RS_HL 2090_new30degFlipLR.JPG,saudavel,0.984
Strawberry___healthy_02ecedef-e743-4909-a000-bff6ff373b6c___RS_HL 2222.JPG,saudavel,0.7022
Strawberry___healthy_02ecedef-e743-4909-a000-bff6ff373b6c___RS_HL 2222_180deg.JPG,saudavel,0.9082
Strawberry___healthy_02ecedef-e743-4909-a000-bff6ff373b6c___RS_HL 2222_270deg.JPG,saudavel,0.7514
Strawberry___healthy_02ecedef-e743-4909-a000-bff6ff373b6c___RS_HL 2222_90deg.JPG,saudavel,0.9037
Strawberry___healthy_0370bc9b-c0c8-49b5-b999-c44323c45216___RS_HL 2202_90deg.JPG,saudavel,0.9228
Strawberry___healthy_0370bc9b-c0c8-49b5-b999-c44323c45216___RS_HL 2202_new30degFlipLR.JPG,saudavel,0.9859
Strawberry___healthy_03fe6806-ca61-46c1-8889-45e40228c168___RS_HL 4632.JPG,saudavel,0.8202
Strawberry___healthy_03fe6806-ca61-46c1-8889-45e40228c168___RS_HL 4632_270deg.JPG,saudavel,0.8989
Strawberry___healthy_03fe6806-ca61-46c1-8889-45e40228c168___RS_HL 4632_90deg.JPG,saudavel,0.8989
Strawberry___healthy_03fe6806-ca61-46c1-8889-45e40228c168___RS_HL 4632_new30degFlipLR.JPG,saudavel,0.9921
Strawberry___healthy_0400adad-86e7-4e42-9141-acc0f226e2e7___RS_HL 2111.JPG,doente,0.5036
Strawberry___healthy_0400adad-86e7-4e42-9141-acc0f226e2e7___RS_HL 2111_180deg.JPG,saudavel,0.6849
Strawberry___healthy_0400adad-86e7-4e42-9141-acc0f226e2e7___RS_HL 2111_270deg.JPG,saudavel,0.7811
Strawberry___healthy_0400adad-86e7-4e42-9141-acc0f226e2e7___RS_HL 2111_90deg.JPG,saudavel,0.8856
Strawberry___healthy_0400adad-86e7-4e42-9141-acc0f226e2e7___RS_HL 2111_new30degFlipLR.JPG,saudavel,0.9915
Strawberry___healthy_04cb725a-632d-44e0-9886-c84e2bbdd3da___RS_HL 2094.JPG,saudavel,0.8141
Strawberry___healthy_04cb725a-632d-44e0-9886-c84e2bbdd3da___RS_HL 2094_180deg.JPG,saudavel,0.9922
Strawberry___healthy_04cb725a-632d-44e0-9886-c84e2bbdd3da___RS_HL 2094_270deg.JPG,saudavel,0.9899
Strawberry___healthy_04cb725a-632d-44e0-9886-c84e2bbdd3da___RS_HL 2094_90deg.JPG,saudavel,0.9865
Strawberry___healthy_04cb725a-632d-44e0-9886-c84e2bbdd3da___RS_HL 2094_new30degFlipLR.JPG,saudavel,0.9913
Strawberry___healthy_057e51f5-f5c1-40b2-930b-a2346c138969___RS_HL 4596.JPG,saudavel,0.9663
Strawberry___healthy_057e51f5-f5c1-40b2-930b-a2346c138969___RS_HL 4596_180deg.JPG,saudavel,0.9624
Strawberry___healthy_057e51f5-f5c1-40b2-930b-a2346c138969___RS_HL 4596_90deg.JPG,saudavel,0.9916
Strawberry___healthy_057e51f5-f5c1-40b2-930b-a2346c138969___RS_HL 4596_new30degFlipLR.JPG,saudavel,0.9664
Strawberry___healthy_06d4ec77-12ef-47ed-ab37-b181fb1b03bf___RS_HL 4647.JPG,saudavel,0.8202
Strawberry___healthy_06d4ec77-12ef-47ed-ab37-b181fb1b03bf___RS_HL 4647_180deg.JPG,saudavel,0.8864
Strawberry___healthy_06d4ec77-12ef-47ed-ab37-b181fb1b03bf___RS_HL 4647_90deg.JPG,saudavel,0.7108
Strawberry___healthy_06d4ec77-12ef-47ed-ab37-b181fb1b03bf___RS_HL 4647_new30degFlipLR.JPG,saudavel,0.9728
Strawberry___healthy_07a3dfc9-da98-42e3-a237-f5fa518d1f3b___RS_HL 1711_180deg.JPG,saudavel,0.9492
Strawberry___healthy_07a3dfc9-da98-42e3-a237-f5fa518d1f3b___RS_HL 1711_270deg.JPG,saudavel,0.9479
Strawberry___healthy_07a3dfc9-da98-42e3-a237-f5fa518d1f3b___RS_HL 1711_90deg.JPG,saudavel,0.9685
Tomato___healthy_000146ff-92a4-4db6-90ad-8fce2ae4fddd___GH_HL Leaf 259.1.JPG,saudavel,0.7615
Tomato___healthy_000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1.JPG,doente,0.8552
Tomato___healthy_000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1_180deg.JPG,doente,0.9607
Tomato___healthy_000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1_flipTB.JPG,doente,0.9516
Tomato___healthy_000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1_new30degFlipLR.JPG,saudavel,0.7851
Tomato___healthy_000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1_newPixel25.JPG,doente,0.8618
Tomato___healthy_0031da2a-8edd-468f-a8b1-106657717a32___RS_HL 0105.JPG,saudavel,0.9768
Tomato___healthy_003944fc-3b99-4a0f-9ed4-0e07352fd8b3___RS_HL 9844.JPG,doente,0.6562
Tomato___healthy_00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223.JPG,saudavel,0.6629
Tomato___healthy_00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223_180deg.JPG,doente,0.6632
Tomato___healthy_00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223_new30degFlipLR.JPG,saudavel,0.9521
Tomato___healthy_00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223_newPixel25.JPG,saudavel,0.6026
Tomato___healthy_01700b46-3800-46c6-ab81-09a5f50af525___RS_HL 0108.JPG,doente,0.9077
Tomato___healthy_0172e56c-8bb8-4e75-8ac7-509df81393e8___RS_HL 0580.JPG,saudavel,0.7617
Tomato___healthy_017a4026-813a-4983-887a-4052bb78c397___RS_HL 0218.JPG,doente,0.967
Tomato___healthy_0184dc6b-bfc1-4515-ac59-bbadaf524e1a___GH_HL Leaf 422.1.JPG,doente,0.5361
Tomato___healthy_01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641.JPG,doente,0.7118
Tomato___healthy_01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641_180deg.JPG,saudavel,0.5682
Tomato___healthy_01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641_flipTB.JPG,doente,0.686
Tomato___healthy_01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641_new30degFlipLR.JPG,saudavel,0.9203
Tomato___healthy_01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641_newPixel25.JPG,saudavel,0.5686
Tomato___healthy_01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL 0509.JPG,saudavel,0.9109
Tomato___healthy_01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL 0509_180deg.JPG,doente,0.5838
Tomato___healthy_01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL 0509_new30degFlipLR.JPG,saudavel,0.9961
Tomato___healthy_01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL 0509_newPixel25.JPG,doente,0.5209
Tomato___healthy_025bc454-a051-42d2-b547-316f8cc3dc55___GH_HL Leaf 297.JPG,saudavel,0.662
Tomato___healthy_02b4afdf-e1de-4c0e-a38d-3f19afeb9ea9___RS_HL 0493.JPG,saudavel,0.8487
Tomato___healthy_02b4afdf-e1de-4c0e-a38d-3f19afeb9ea9___RS_HL 0493_180deg.JPG,doente,0.6682
Tomato___healthy_02b4afdf-e1de-4c0e-a38d-3f19afeb9ea9___RS_HL 0493_new30degFlipLR.JPG,saudavel,0.9891
Tomato___healthy_02b4afdf-e1de-4c0e-a38d-3f19afeb9ea9___RS_HL 0493_newPixel25.JPG,saudavel,0.5051
Tomato___healthy_02d94768-da6d-4c1a-b8b3-fa2e5a2fcd4d___RS_HL 0449_180deg.JPG,saudavel,0.5848
Tomato___healthy_02d94768-da6d-4c1a-b8b3-fa2e5a2fcd4d___RS_HL 0449_flipTB.JPG,saudavel,0.5903
Tomato___healthy_02d94768-da6d-4c1a-b8b3-fa2e5a2fcd4d___RS_HL 0449_new30degFlipLR.JPG,saudavel,0.9456
Tomato___healthy_02d94768-da6d-4c1a-b8b3-fa2e5a2fcd4d___RS_HL 0449_newPixel25.JPG,doente,0.8171
Tomato___healthy_0326b4b6-0f25-47af-bfd9-d8fec314a4f5___RS_HL 0621.JPG,doente,0.7209
Tomato___healthy_0372686b-04b2-4a25-98da-5801747fa1af___RS_HL 0391.JPG,saudavel,0.9133
Tomato___healthy_03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940.JPG,saudavel,0.9057
Tomato___healthy_03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940_180deg.JPG,saudavel,0.8245
Tomato___healthy_03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940_flipTB.JPG,saudavel,0.8327
Tomato___healthy_03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940_new30degFlipLR.JPG,saudavel,0.9982
Tomato___healthy_03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940_newPixel25.JPG,saudavel,0.9716
Tomato___healthy_04141939-3a8c-47b2-a582-e8371ccc120f___RS_HL 0275.JPG,doente,0.6776
Tomato___healthy_042d59c2-2fd8-45c2-91bb-c0a05dd07f30___RS_HL 0257.JPG,doente,0.721
Tomato___healthy_04483b12-5e9c-4e74-a5b6-e8c87f60b43f___GH_HL Leaf 439.JPG,saudavel,0.5206
Tomato___healthy_04c78dad-c1eb-4a1b-bfeb-da4c7cc528e1___RS_HL 9688_180deg.JPG,saudavel,0.5466
Tomato___healthy_04c78dad-c1eb-4a1b-bfeb-da4c7cc528e1___RS_HL 9688_flipTB.JPG,doente,0.7173
Tomato___healthy_04c78dad-c1eb-4a1b-bfeb-da4c7cc528e1___RS_HL 9688_new30degFlipLR.JPG,saudavel,0.8572
Tomato___healthy_04c78dad-c1eb-4a1b-bfeb-da4c7cc528e1___RS_HL 9688_newPixel25.JPG,doente,0.5182
Tomato___healthy_04dec2d5-560b-4f34-a4a1-36b034031e4d___RS_HL 0516.JPG,doente,0.6324
Tomato___healthy_050e7bff-2f2d-4c92-9422-05ce93f1d5a9___RS_HL 0097.JPG,saudavel,0.6479
